Time Start 8:54
0,66
0,63
0,59
0,52
0,48
0,42
0,40
0,43
0,44
0,41
0,38
0,33
0,30
0,25
0,220,17
0,13
0,08
0,04
-0,00
-0,03 (9:14)
-0,08
-0,10
-0,13
-0,13
-0,16
-0,18
-0,20
-0,22
-0,23
-0,23
-0,24
-0,23
-0,28
-0,17
-0,09
-0,03
-0,02
0,01
0,09
0,08
0,14
0,16
0,17
0,18
0,18
0,16
0,15
0,15
0,15
0,22
0,27
0,30
0,33
0,38
0,39
0,42
0,42
0,47
0,48
0,50
0,51
0,56
0,58
0,62
0,65
0,71
0,76
0,46
0,66
0,68
0,68
0,68
0,65
0,65
0,62
0,62
0,67
0,72
0,76
0,80
0,81
0,81
0,82
0,82
0,80
0,82
0,83
0,84
0,84
0,83
0,83
0,83
0,85
0,89
0,82
0,88
0,86
0,88
0,87
0,86
0,86
0,86
0,87
0,88
0,88
0,88
0,89
0,86
0,86
0,87
0,85
0,88
0,87
0,86
0,87
0,88
0,88
0,88
0,89
0,88
0,89
0,89
0,90
0,89
0,88
0,88
0,89
0,89
0,89
0,89
0,89
0,89
0,88
0,88
0,90
0,88
0,88
0,87
0,87
0,87
0,86
0,86
0,85
0,84
0,85
0,84
0,84
0,83
0,80
0,77
0,73
0,71
0,66
0,62
0,57
0,53
0,53
0,43
0,37
0,33
0,28
0,24
0,17
0,14
0,09
0,06
0,02
00,00
00,09
00,06
00,08
00,12
00,19
00,14
00,19
00,17
00,18
00,20
00,20
00,23
00,23
00,22
00,20
00,17
00,13
00,02
0,05
0,15
0,17
0,20
0,22
0,23
024
030
039
052
059
064
068(12:11)
073
077
079
080
081
081
082
082
078
075
072
073
073
074
075
075
075
074
073
074
074
074
073
074
075
075
075
075
076
076
078
079
080
080
082
083
084
086
085
086
088
081
081
082
086
088
087
086
089
088
088
086
091
090
088
090
091
089
089
090
090
089
089
089
088
092
090
087
085
087
087
089
088
088
087
088
088
087
088
088
086
087
087
088
087
087
086
086
086
087
086
086
088
086
084
087
087
087
089
089
088
086
086
086
084
085
085
087
086
087
087
087
088
087
088
088
085
089
085
089
085
089
083
089
086
088
083
084
080
081
082
082
086
084
086
086
085
084
086
086
086
086
082
084
086
086
086
086
087
087
088
088
087
087
087
087
086
086
085
085
085
087
086
086
086
086
085
085
086
086
085
085
084
083
086
085
085
085
085
085
086
086
085
084
085
085
085
086
086
086
085
085
085
089
085
089
083
084
084
089
084
088
095
105
113
114
114
114
114
114
115
114
113
112
110
109
106
105
105
105
104
103
104
103
103
102
101
100
097
096
095
094
093
092
091
091
091
092
092
091
091
090
089
088
087
086
086
084
083
083
082
081
081
080
080
078
077
075
073
072
069
068
066
064
062
060
059
058
057
055
054
053
052
050
048
047
046
045
049
045
041
040
041
039
037
035
034
032
031
029
027
025
023
020
018
015
013
011
009
006
005
003
001
0001
0003
0005
0007
0009
0011
0014
0015
0018
0020
0022
0024
0027
0029
0031
0033
0035
0036
0039
0040
0042
0044
0045
0047
0049
0051
0054
0056
0059
0061
0063
0065
0068
0069
0073
0075
0079
0081
0084
0086
0088
0091
0094
0096
0098
0101
0109
0107
0108
0113
0116
0118
0122
0124
0128
0130
0139
0136
0139
0143
0145
0149
0152
0153
0158
0162(18:18)
0164
0168
0170
0174
0177
0180
0183
0186
0188
0191
0193
0194
0192
0192
0191
0189
0187
0181
0177
0173
0171
0169
0165
0160
0157
0152
0152
0151
0152
0155
0157
0161
0164
0164
0164
0164
0164
0164
0168
0171
0176
0175
0183
0186
0190
0193
0197
0200
0204
0206
0209
0210
0209
0206
0190
0171
0141
0107
0034
009
046
065
077
079
080
078
079
079
079
079
079
079
078
078
079
079
079
078
078
078
078
078
078
078
078
078
078
078
078
078
078
078
078
078
078
078
078
078
078
078
078
078
078
078
078
078
078
078
078
077
077
077
077
078
078
077
077
078
078
077
077
077
077
077
077
077
077
077
077
077
077
077
077
077
077
077
077
077
077
077
077
007
077
078
076
076
076
077
076
077
077
078
077
078
076
077
076
078
077
076
077
076
076
076
076
076
076
076
076
076
076
Ende 21:05
